,Species,Superordinal_Group,Group,Order,Family,Genus,Media,Body_Mass,Humerus_Length,Humerus_Prox_Width,Humerus_MidS_Width,Humerus_Distal_Width,Humerus_Height,Radius_Length,Radius_Prox_Width,Radius_MidS_Width,Radius_Distal_Width,Radius_Height,Metacarpus_Length,Metacarpus_Prox_Width,Metacarpus_MidS_Width,Metacarpus_Distal_Width,Metacarpus_Height,Phalanx_Length,Phalanx_Prox_Width,Phalanx_MidS_Width,Phalanx_Distal_Width,Phalanx_Height,Digit_Length,major_clade
Pseudorca_crassidens,Pseudorca_crassidens,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Pseudorca,aquatic,1360000,116.255,62.495,47.685,90.935,45.38,118.585,69.055,70.38,88.9,25.545,59.165,40.74,28.595,39.635,16.605,47.585,43.755,29.115,37.84,11.915,116.65,Cetacea
Peponocephala_electra,Peponocephala_electra,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Peponocephala,aquatic,206000,50.815,29.78,25.44,34.125,22.32,61.215,27.735,30.195,36.565,10.285,31.42,17.2,15.055,19.105,8.88,21.08,18.105,15.205,18.415,6.655,NA,Cetacea
Globicephala_melas,Globicephala_melas,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Globicephala,aquatic,800000,137.74,71.535,60.01,99.49,58.365,152.305,74.72,76.785,109.765,31.695,77.01,55.025,38.125,52.945,21.745,54.04,48.585,37.635,50.155,21.255,259.605,Cetacea
Steno_bredanensis,Steno_bredanensis,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Steno,aquatic,130000,75.875,51.88,33.565,52.135,27.96,92.49,38.935,44.845,50.85,15.035,39.085,23.115,22.055,27.28,5.1,22.48,27.64,22.86,22.155,4.78,49.31,Cetacea
Tursiops_truncatus,Tursiops_truncatus,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Tursiops,aquatic,281040.55,77.09,40.245,39.505,56.68,31.845,98.22,39.7,45.28,56.52,18.39,43.81,27.205,22.865,30.025,12.71,34.78,31.125,24.51,30.885,10.695,112.44,Cetacea
Stenella_longirostris,Stenella_longirostris,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Stenella,aquatic,50500,43.92,31.645,23.785,35.145,20.2,60.575,26.47,26.205,32.365,8.795,29.495,14.365,13.39,19.12,6.665,13.045,17.965,16.185,18.74,5.135,45.8,Cetacea
Delphinus_delphis,Delphinus_delphis,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Delphinus,aquatic,79271.69,58.735,33.075,29.93,42.715,28.405,75.575,30.78,33.47,39.07,11.83,31.675,15.965,13.65,18.2,7.94,20.12,18.51,15.72,18.4,6.855,57.63,Cetacea
Cephalorhynchus_commersonii,Cephalorhynchus_commersonii,Laurasiatheria,Cetacea,Cetartiodactyla,Delphinidae,Cephalorhynchus,aquatic,72400,54.368,33.193,24.973,35.608,18.763,65.9,25.053,24.495,30.493,9.765,24.438,16.14,14.983,17.155,8.238,20.225,16.47,14.035,15.86,5.325,66.93,Cetacea
Inia_geoffrensis,Inia_geoffrensis,Laurasiatheria,Cetacea,Cetartiodactyla,Iniidae,Inia,aquatic,121430.76,99.835,46.915,47.425,61.165,31.085,79.025,50.75,50.41,55.39,25.525,30.41,30.47,23.795,24.58,9.09,29.84,22.935,18.665,19.995,11.395,103.455,Cetacea
Pontoporia_blainvillei,Pontoporia_blainvillei,Laurasiatheria,Cetacea,Cetartiodactyla,Pontoporiidae,Pontoporia,aquatic,40499.99,48.59,23.72,21.02,31.225,16.353,33.523,19.643,17.618,28.22,10.3,20.243,15.245,12.598,12.773,6.38,12.923,9.55,7.693,8.33,4.28,20.84,Cetacea
Platanista_gangetica,Platanista_gangetica,Laurasiatheria,Cetacea,Cetartiodactyla,Platanistidae,Platanista,aquatic,93481.96,60.69,31.55,23.92,38.125,15.375,37.52,25.11,20.535,19.9,11.38,28.48,21.275,13.925,17.6,7.14,25.245,15.12,9.44,14.39,5.91,57.095,Cetacea
Moschiola_meminna,Moschiola_meminna,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Tragulidae,Moschiola,terrestrial,3130.95,65.79,11.83,5.54,11.415,7.31,55.255,9.325,5.8,8.58,3.87,36.935,4.52,2.97,3.77,3.065,9.435,4.81,3.395,3.615,3.68,26.81,others
Tragulus_sp,Tragulus_sp,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Tragulidae,Tragulus,terrestrial,3581.8,60.81,11.74,4.25,9.32,5.84,56.51,7.875,5.275,7.295,2.99,40.165,3.37,2.735,3.56,3.07,7.75,3.565,2.58,2.71,2.62,19.2,others
Tragulus_javanicus,Tragulus_javanicus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Tragulidae,Tragulus,terrestrial,1889.93,56,11.295,4.09,9.06,5.33,51.945,7.59,4.72,6.87,3.295,34.885,4.09,2.625,3.475,2.595,8.38,4.09,3.18,3.26,3.685,21.525,others
Hyemoschus_aquaticus,Hyemoschus_aquaticus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Tragulidae,Hyemoschus,terrestrial,10850,88.785,21.735,7.515,17.835,10.625,68.64,14.775,8.318,13.818,6.443,40.698,9.713,6.555,8.435,4.885,12.873,7.833,6.27,5.69,6.413,37.093,others
Okapia_johnstoni,Okapia_johnstoni,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Giraffidae,Okapia,terrestrial,230001.14,277.125,84.245,40.26,92.65,46.82,349.765,80.04,42.83,66.04,29.09,307.13,37.26,16.43,33.34,28.405,75.67,29.06,22.31,25.37,23.045,156.13,others
Giraffa_camelopardalis,Giraffa_camelopardalis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Giraffidae,Giraffa,terrestrial,964654.73,436.625,115.145,54.57,119.92,63.37,712.555,123.68,56.155,101.05,43.695,635.64,66.725,25.105,44.9,41.38,109.735,40.84,33.62,43.82,41.15,225.22,others
Antilocapra_americana,Antilocapra_americana,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Antilocapridae,Antilocapra  ,terrestrial,47450.01,167.805,51.208,17.3,32.878,22,195.4,33.983,19.855,31.388,12.518,200.91,22.075,7.36,13.67,12.968,43.4,13.058,9.028,11.258,12.01,95.103,others
Muntiacus_muntjak,Muntiacus_muntjak,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Muntiacus,terrestrial,17611.59,111.945,27.69,11.785,22.925,13.2,110.225,21.99,12.76,19.95,8.055,90.54,14.815,4.96,9.3,9.195,19.755,8.57,7.71,7.405,9.125,52.12,others
Dama_dama,Dama_dama,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Dama,terrestrial,57224.61,159.935,45.815,21.45,37.915,22.805,186.585,35.475,22.205,33.56,12.62,180.99,20.53,9.19,13.25,12.78,33.385,11.685,9.55,10.805,12.295,89.12,others
Panolia_eldii,Panolia_eldii,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Panolia,terrestrial,95471.61,184.31,54.91,24.095,43.495,25.33,219.295,43.045,27.03,39.04,17.75,214.205,24.435,9.9,17.035,16.39,47.46,13.805,11.16,12.36,14.585,112.375,others
Elaphurus_davidianus,Elaphurus_davidianus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Elaphurus,terrestrial,165989.17,208.08,66.85,38.195,54.265,35.455,240.835,54.695,29.27,47.305,22.55,225.085,30.9,12.78,22.95,18.39,59.115,19.815,17.04,15.8,21.195,159.43,others
Cervus_elaphus,Cervus_elaphus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Cervus,terrestrial,240867.13,236.75,73.67,27.105,53.865,33.455,264.17,55.145,32.965,48.015,17.6,229.6,29.18,12.365,20.205,18.835,47.965,19.13,14.71,17.155,17.985,134.045,others
Rusa_unicolor,Rusa_unicolor,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Rusa,terrestrial,177522.9,218.615,67.14,30.85,52.015,32.1,226.64,51.225,30.945,46.41,18.4,211.625,27.335,10.245,18.16,17.315,48.21,15.29,14.7,15.21,18.08,132.04,others
Rucervus_duvaucelii,Rucervus_duvaucelii,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Rucervus,terrestrial,171223.86,226.715,73.22,30.77,52.205,35.805,244.9,50.935,31.265,48.83,23.555,239.405,30.12,12.51,19.395,19.41,56.735,16.47,14.94,15.955,18.665,142.74,others
Axis_axis,Axis_axis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Axis,terrestrial,69499.99,161.7,46.565,18.845,40.12,20.65,178.97,41.01,22.155,37.15,14.88,166.46,24.235,9.08,14.84,15.155,35.15,12.475,10.95,11.131,15.455,93.325,others
Rangifer_tarandus,Rangifer_tarandus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Rangifer,terrestrial,109088.5,200.675,54.14,17.875,42.04,21.87,243.455,42.765,18.845,38.59,14.37,182.27,25.39,7.81,18.49,14.06,43.81,21.095,13.465,15.05,12.7,114.125,others
Pudu_puda,Pudu_puda,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Pudu,terrestrial,9642.62,104.49,24.67,9.82,20.315,11.305,86.26,18.21,10.335,15.77,6.91,58.345,9.51,4.765,7.015,5.42,19.41,6.775,6.045,5.965,6.45,52.53,others
Mazama_sp,Mazama_sp,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Mazama,terrestrial,17891.79,141.715,33.965,15.905,29.13,17.275,145.195,28.22,18.81,26.565,10.955,129.07,15.97,7.045,11.845,10.57,29.615,9.18,8.745,8.78,9.35,78.115,others
Odocoileus_virginianus,Odocoileus_virginianus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Odocoileus,terrestrial,75901.25,166.405,46.12,19.305,34.45,21.245,199.895,32.705,22.195,31.415,12.335,182.695,20.25,7.765,14.445,13.64,35.3,10.75,10.64,10.02,14.28,94.42,others
Hydropotes_inermis,Hydropotes_inermis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Hydropotes,terrestrial,12760.04,109.32,26.02,10.015,20.025,13.4,121.3,18.725,12.375,18.745,8.335,119.115,9.295,5.675,8.82,8.265,29.335,7.2,5.77,6.44,7.82,69.025,others
Capreolus_capreolus,Capreolus_capreolus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Capreolus,terrestrial,22502.01,147.14,34.165,13.545,27.71,16.885,163.45,25.665,16.265,25.355,9.385,156.815,16.64,6.095,10.84,10.1,30.18,10.035,7.895,8.94,8.965,75.57,others
Alces_alces,Alces_alces,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Cervidae,Alces,terrestrial,461900.76,353.285,100.145,39.925,79,46.37,417.645,77.13,41.665,70.09,29.66,336.465,43.52,16.565,29.71,25.19,68.98,29.525,23.385,26,26.905,200.23,others
Moschus_moschiferus,Moschus_moschiferus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Moschidae,Moschus,terrestrial,13315.57,133.83,24.705,9.785,21.54,11.835,137.16,18.52,11.615,19.195,6.775,120.94,13.025,5.085,8.815,7.545,23.95,8.805,5.53,6.125,6.09,56.685,others
Moschus_sp,Moschus_sp,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Moschidae,Moschus,terrestrial,13297.2,123.735,25.57,9.48,21.07,11.6,119.935,19.43,11.745,21.02,8.05,90.84,12.795,4.92,9.665,8.245,26.155,9.155,6.395,7.68,6.9,66.65,others
Bos_frontalis,Bos_frontalis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Bos,terrestrial,800143.05,280.495,124.69,47.315,85.405,59.165,282.52,92.15,48.46,87.77,33.4,197.035,48.3,23.205,32.62,30.065,61.905,30.06,28.91,31.36,31.435,166.295,others
Bison_bonasus,Bison_bonasus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Bison,terrestrial,675876.7,327.56,97.775,44.915,86.635,53.92,348.35,87.355,47.875,77.725,29.23,219.4,48.525,21.24,33.485,25.7,67.06,31.495,29.615,33,26.85,177.56,others
Bos_grunniens,Bos_grunniens,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Bos,terrestrial,500000,282.19,117.175,45.955,81.835,59.82,288.425,89.19,53.475,80.96,29.835,155.05,49.195,29.21,35.935,24.89,56.55,36.065,36.32,34.325,31.78,149.685,others
Syncerus_caffer,Syncerus_caffer,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Syncerus,terrestrial,592665.98,274.275,102.365,45.595,83.525,51.93,297.29,92.005,46.54,84.52,30.26,189.75,45.42,21.69,33.05,28.25,61.3,31.39,29.4,31.74,28.965,171.245,others
Ammodorcas_clarkei,Ammodorcas_clarkei,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Ammodorcas,terrestrial,28049.81,146.825,33.905,14.3,31.12,18.21,210.57,28.11,17.605,27.315,10.94,253.02,10.42,7.5,11.975,12.965,48.16,10.225,7.925,8.53,10.76,NA,others
Bubalus_bubalis,Bubalus_bubalis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Bubalus,terrestrial,929500.97,285.635,109.285,54.605,78.44,55.19,301.67,85.9,52.885,82.23,31.54,189.06,46.87,21.035,34.3,29,59.405,34.13,32.135,33.97,29.135,165.658,others
Taurotragus_oryx,Taurotragus_oryx,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Taurotragus,terrestrial,562592.69,307.18,104.835,42.02,84.64,50.723,343.483,86.365,41.425,75.655,29.505,256.81,46.075,17.27,32.32,30.03,59.585,27.805,26.3,28.51,26.445,162.895,others
Tragelaphus_strepsiceros,Tragelaphus_strepsiceros,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Tragelaphus,terrestrial,206056.41,259.125,75.53,28.575,64.355,36.25,313.465,67.295,36.29,61.635,20.655,307.055,37.62,14.65,23.88,23.89,68.335,19.655,17.425,19.425,21.785,155.09,others
Tetracerus_quadricornis,Tetracerus_quadricornis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Tetracerus,terrestrial,19282.12,119.57,33.99,11.9,26.56,13.465,143.39,24.945,13.845,23.015,8.52,139.115,14.155,5.765,10.63,9.845,35.045,7.195,7.1,7.395,9.82,74.695,others
Boselaphus_tragocamelus,Boselaphus_tragocamelus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Boselaphus,terrestrial,182253.04,246.155,89.97,32.78,59.78,38.84,304.8,62.895,36.695,57.175,20.99,261.605,35.36,13.85,22.62,21.875,68.44,20.545,18.97,20.475,22.835,160.528,others
Neotragus_moschatus,Neotragus_moschatus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Neotragus,terrestrial,5639.01,78.82,17.205,6.79,14.515,8.545,83.495,13.715,8.26,12.205,4.655,82.51,6.21,3.605,5.03,5.035,12.575,4.765,4.19,3.725,5.19,NA,others
Aepyceros_melampus,Aepyceros_melampus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Aepyceros,terrestrial,52591.69,168.445,56.895,19.765,37.305,25.86,227.825,38.02,22.44,35.845,15.125,232.97,24.15,9.96,14.83,16.685,48.71,11.745,11.44,11.28,13.965,104.685,others
Pelea_capreolus,Pelea_capreolus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Pelea,terrestrial,22731.33,146.95,40.7,15.245,29.235,18.82,174.77,30.08,19.335,28.23,12.655,175.205,19.065,7.67,12.155,13.13,38.29,10.01,9.015,9.485,12.575,85.95,others
Redunca_redunca,Redunca_redunca,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Redunca,terrestrial,43288.95,139.765,43.735,14.45,31.08,18.465,175.105,31.53,17.91,27.83,13.34,182.24,20.625,6.6,11.815,11.46,45.605,11.17,9.365,8.905,10.525,94.73,others
Kobus_ellipsiprymnus,Kobus_ellipsiprymnus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Kobus,terrestrial,204393.48,221.22,76.615,34.53,62.075,36.16,255.575,62.605,36.91,50.81,21.695,230.825,33.085,12.835,21.66,20.245,56.37,20.065,19.05,19.705,21.63,142.72,others
Ourebia_ourebi,Ourebia_ourebi,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Ourebia,terrestrial,17186.09,104.29,25.11,10.41,22.01,12.27,133.135,19.44,14.42,18.945,7.74,165.485,9.87,5.345,8.425,9.15,35.875,7.325,6.565,6.645,8.57,NA,others
Raphicerus_melanotis,Raphicerus_melanotis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Raphicerus,terrestrial,11661.53,99.335,19.97,7.96,18.555,9.455,119.32,15.965,9.35,16.055,6.335,124.895,7.285,4.15,7.12,6.385,24.25,6.515,5.235,5.56,6.4,61.005,others
Madoqua_phillipsi,Madoqua_phillipsi,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Madoqua,terrestrial,3424.47,66.89,12.625,5.38,11.75,6.81,83.785,9.84,6.72,9.605,3.855,80.24,3.835,2.495,4.49,3.85,19.17,4.295,3.67,3.94,4.07,42.8,others
Dorcatragus_megalotis,Dorcatragus_megalotis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Dorcatragus,terrestrial,10918.12,111.12,22.745,9.8,19.725,11.99,141.59,17.655,11.825,18.305,6.4,132.63,7.96,5.99,7.83,7.45,33.07,7.485,6.595,6.825,7.195,NA,others
Saiga_tatarica,Saiga_tatarica,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Saiga,terrestrial,37734.01,143.775,46.17,16.875,31.035,20.785,170.89,31.09,17.89,28.395,10.56,153.465,18.725,7.09,11.66,11.785,42.16,10.36,8.095,8.545,9.725,88.48,others
Nanger_dama,Nanger_dama,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Nanger,terrestrial,71424.81,173.045,56.185,19.395,38.79,23.425,253.47,38.89,22.49,36.345,13.475,270.215,23.905,9.61,14.225,15.31,60.7,12.275,10.475,11.775,13.3,127.24,others
Eudorcas_thomsonii,Eudorcas_thomsonii,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Eudorcas,terrestrial,22907.43,111.76,32.405,12.38,23.02,12.59,148.52,23.74,14.2,21.22,8.305,163.79,16.715,6.055,9.5,9.2,41.785,8.66,6.245,6.565,7.47,79.39,others
Gazella_sp,Gazella_sp,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Gazella,terrestrial,20951.41,116.46,36.64,12.235,26.485,13.505,148.275,25.325,14.335,23.56,8.22,162.11,16.515,5.72,9.335,9.405,35.705,7.15,6.67,8.23,8.445,70.52,others
Antilope_cervicapra,Antilope_cervicapra,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Antilope,terrestrial,36301.1,106.17,34.17,11.945,27.355,12.95,130.03,27.775,13.94,26.72,8.815,142.185,17.755,6.47,12.955,9.935,40,9.12,6.715,8.055,10.675,83.75,others
Litocranius_walleri,Litocranius_walleri,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Litocranius,terrestrial,38804.37,170.035,40.545,17.93,36.115,19.76,247.9,34.655,21.44,32.865,12.335,294.965,14.395,9.95,14.68,13.8,56.965,11.235,9.835,9.925,13.95,115.495,others
Antidorcas_marsupialis,Antidorcas_marsupialis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Antidorcas,terrestrial,33571.24,142.74,47.655,16.11,28.52,18.11,194.615,31.945,17.335,29.18,10.935,224.155,21.29,7.685,12.255,13.035,53.075,11.27,9.66,10.565,12.055,109.29,others
Philantomba_maxwellii,Philantomba_maxwellii,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Philantomba,terrestrial,8557.69,86.435,23.095,8.87,20.375,9.86,91.615,17.735,12.005,24.1,6.08,100.63,12.295,5.76,8.71,7.745,21.49,7.375,5.895,6.845,8.26,53.955,others
Sylvicapra_grimmia,Sylvicapra_grimmia,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Sylvicapra,terrestrial,15639.15,94.77,21.26,8.47,19.895,9.305,94.715,18.615,10.835,19.545,5.275,98.6,11.585,4.33,7.375,6.645,23.495,6.505,5.595,6.31,6.355,55.765,others
Cephalophus_dorsalis,Cephalophus_dorsalis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Cephalophus,terrestrial,20000,107.99,28.69,13.115,24.055,14.525,108.09,21.54,14.095,20.265,8.915,89.64,13.61,5.84,10.05,8.765,23.43,8.52,7.305,8.085,9.065,57.695,others
Pantholops_hodgsonii,Pantholops_hodgsonii,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Pantholops,terrestrial,32733.12,159,39.06,16.85,33.13,21.04,194.285,34.72,18.455,30.7,10.825,178.515,14.02,7.37,13.215,11.49,42.3,12.255,10.185,12.37,12.24,NA,others
Ovibos_moschatus,Ovibos_moschatus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Ovibos,terrestrial,312500,288.87,89.405,40.95,73.14,48.07,294.835,74.605,39.745,73.02,23.995,153.735,28.74,20.995,33.345,20.91,54.695,29.98,30.225,31.655,22.18,133.535,others
Nemorhaedus_goral,Nemorhaedus_goral,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Nemorhaedus,terrestrial,28796.51,147.01,38.445,14.73,26.745,17.035,150.75,27.71,16.35,28.58,11.88,113.405,16.95,8.88,13.22,9.975,30.07,11.74,11.025,11.195,11.615,78.05,others
Capricornis_sumatraensis,Capricornis_sumatraensis,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Capricornis,terrestrial,110942.22,191.045,40.315,19.71,41.235,23.775,190.01,30.59,20.265,35.415,13.725,149.54,21.965,9.14,17.96,13.35,42.265,16.325,12.91,13.685,14.515,102.41,others
Ovis_aries,Ovis_aries,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Ovis,terrestrial,39097.89,144.4,47.125,17.785,31.33,18.635,170.785,35.095,20.05,32.875,9.935,142.685,19,8.395,13.445,11.94,36.83,12.05,11.17,12.47,11.095,89.495,others
Hemitragus_jemlahicus,Hemitragus_jemlahicus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Hemitragus,terrestrial,68616.43,176.86,51.87,20.32,40.055,23.33,186.215,39.27,21.675,38.11,14.655,120.835,22.645,8.56,16.37,13.06,37.135,14.57,11.91,13.93,11.105,89.215,others
Capra_ibex,Capra_ibex,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Capra,terrestrial,43500,191.75,67.31,26.51,41.955,29.12,205.72,48.095,26.85,43.045,16.825,137.17,30.31,12.125,20.27,15.725,47.07,20.11,15.41,16.7,15.635,119.4,others
Capra_hircus,Capra_hircus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Capra,terrestrial,47386.47,187.269,55.005,22.425,37.135,27.705,193.075,37.155,26.165,38.62,15.245,125.42,22.59,11.315,16.315,13.805,41.165,16.04,14.77,15.45,13.79,97.04,others
Pseudois_nayaur,Pseudois_nayaur,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Pseudois,terrestrial,52334.57,195.005,57.62,22.24,40.44,27.075,219.945,41.53,25.5,39.485,14.275,162.36,17.77,12.93,18.785,15.405,41.945,15.875,14.125,15.935,14.12,106.555,others
Budorcas_taxicolor,Budorcas_taxicolor,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Budorcas,terrestrial,294515.33,273.77,87.985,36.025,64.915,40.305,255.8,58.945,33.22,59.29,24.05,116.415,34.295,22.26,28.455,19.62,39.26,28.745,26.16,23.575,21.735,120.475,others
Oreamnos_americanus,Oreamnos_americanus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Oreamnos,terrestrial,72105.4,201.71,54.12,18.49,40.595,24.06,188.285,40.27,22.87,39.975,13.975,98.685,24.59,13.03,20.505,12.745,38.24,18.49,16.645,16.765,17.18,94.63,others
Rupicapra_rupicapra,Rupicapra_rupicapra,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Rupicapra,terrestrial,33266.35,164.795,42.7,15.59,32.085,18.23,181.63,30.525,18.025,30.1,11.53,142.45,21.08,8.04,16.07,10.96,42.8,14.025,10.965,12.265,11.38,103.255,others
Ammotragus_lervia,Ammotragus_lervia,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Ammotragus,terrestrial,94202.22,209.7,60.57,28.695,48.11,33.61,237.285,47.755,32.85,46.545,19.01,157.24,28.115,12.42,20.895,16.525,45.475,19.035,16.685,17.22,14.83,100.48,others
Connochaetes_taurinus,Connochaetes_taurinus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Connochaetes,terrestrial,198619.68,226.78,76.865,29.21,54.425,33.92,310.095,64.985,33.995,52.27,20.15,212.615,37.73,12.045,20.17,19.315,62.53,18.69,15.58,17.115,18.27,149.675,others
Damaliscus_pygargus,Damaliscus_pygargus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Damaliscus,terrestrial,77784.55,169.14,58.62,21.155,36.08,23,235.36,40.47,21.645,33.925,13.095,214.44,24.04,9.135,15.705,13.905,52.965,13.63,10.525,10.72,12.84,116.765,others
Beatragus_hunteri,Beatragus_hunteri,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Beatragus,terrestrial,79132.17,197.745,59.215,24.96,45.46,31.06,299.285,45.25,29.27,44.035,17.43,252.785,18.19,11.4,17.375,17.845,62.54,16.52,13.76,13.895,17.37,138.715,others
Alcelaphus_buselaphus,Alcelaphus_buselaphus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Alcelaphus,terrestrial,168695.66,191.575,70.005,21.795,41.69,27.86,260.985,46.295,23.225,38.1,14.525,219.3,27.54,9.255,16.6,17.725,46.505,14.95,11.825,11.35,15.16,112.395,others
Hippotragus_equinus,Hippotragus_equinus,Laurasiatheria,Cetartiodactyla_Non_Cet,Cetartiodactyla,Bovidae,Hippotragus,terrestrial,264173.96,243.03,93.22,35.145,60.73,35.145,317.805,63.345,36.535,58.94,21.755,240.23,36.69,14.065,25.435,23.03,70.94,20.82,18.495,27.165,22.79,164.205,others
